アフターシェーブローション	after|shave|lotion	AE1_F_T_ER0|SH_EY1_V|L_OW1_SH_AH0_N
アストロノート	astronaut	AE1_S_T_R_AH0_N_AA2_T
アストロノウト	astronaut	AE1_S_T_R_AH0_N_AA2_T
アストロロジー	astrology	AH0_S_T_R_AA1_L_AH0_JH_IY0
アスパラガス	asparagus	AH0_S_P_EH1_R_AH0_G_AH0_S
アスパルテーム	aspartame	AE1_S_P_ER0_T_EY2_M
アスファルト	asphalt	AE1_S_F_AO2_L_T
アスリート	athlete	AE1_TH_L_IY2_T
アスレチック	athletics	AE0_TH_L_EH1_T_IH0_K_S
アスレチックス	athletics	AE0_TH_L_EH1_T_IH0_K_S
アスレティックス	athletics	AE0_TH_L_EH1_T_IH0_K_S
アセス	assessment	AH0_S_EH1_S_M_AH0_N_T
アセスメント	assessment	AH0_S_EH1_S_M_AH0_N_T
アセチルコリン	acetylcholine	AH0_S_EH2_T_AH0_L_K_OW1_L_IY0_N
アセチレン	acetylene	AH0_S_EH1_T_AH0_L_IY2_N
アセチリーン	acetylene	AH0_S_EH1_T_AH0_L_IY2_N
アセテート	acetate	AE1_S_AH0_T_EY2_T
アセトン	acetone	AE1_S_AH0_T_OW2_N
アセンブラ	assembler	AH0_S_EH1_M_B_L_ER0
アセンブラー	assembler	AH0_S_EH1_M_B_L_ER0
アセンブリ	assembly	AH0_S_EH1_M_B_L_IY0
アセンブリー	assembly	AH0_S_EH1_M_B_L_IY0
アセンブル	assemble	AH0_S_EH1_M_B_AH0_L
アソシエーション	association	AH0_S_OW2_S_IY0_EY1_SH_AH0_N
アソシエイション	association	AH0_S_OW2_S_IY0_EY1_SH_AH0_N
アタッカー	attacker	AH0_T_AE1_K_ER0
アタック	attack	AH0_T_AE1_K
アタッチ	attach	AH0_T_AE1_CH
アタッチメント	attachment	AH0_T_AE1_CH_M_AH0_N_T
アダージョ	adagio	AH0_D_AA1_ZH_IY0_OW2
アダジオ	adagio	AH0_D_AA1_ZH_IY0_OW2
アダプター	adapter	AH0_D_AE1_P_T_ER0
アダプタ	adapter	AH0_D_AE1_P_T_ER0
アダプティブ	adaptive	AH0_D_AE1_P_T_IH0_V
アダプティヴ	adaptive	AH0_D_AE1_P_T_IH0_V
アダルト	adult	AH0_D_AH1_L_T
アチーブ	achieve	AH0_CH_IY1_V
アチーヴ	achieve	AH0_CH_IY1_V
アッパー	upper	AH1_P_ER0
アップデート	update	AH0_P_D_EY1_T
アップデイト	update	AH0_P_D_EY1_T
アップライト	upright	AH0_P_R_AY1_T
アップル	apple	AE1_P_AH0_L
アップロード	upload	AH1_P_L_OW2_D
アテスト	attest	AH0_T_EH1_S_T
アテンション	attention	AH0_T_EH1_N_SH_AH0_N
アデノイド	adenoid	AE1_D_AH0_N_OY2_D
アデノウイルス	adenovirus	AH0_D_EH1_N_AH0_V_AY2_R_AH0_S
アデュー	adieu	AH0_D_UW1
アトミック	atomic	AH0_T_AA1_M_IH0_K
アトム	atom	AE1_T_AH0_M
アトモスフィア	atmosphere	AE1_T_M_AH0_S_F_IH2_R
アトモスフェア	atmosphere	AE1_T_M_AH0_S_F_IH2_R
アトラクション	attraction	AH0_T_R_AE1_K_SH_AH0_N
アトラクティブ	attractive	AH0_T_R_AE1_K_T_IH0_V
アトリウム	atrium	EY1_T_R_IY0_AH0_M
アトリビュート	attribute	AH0_T_R_IH1_B_Y_UW2_T
アド	ad	AE1_D
アドービ	adobe	AH0_D_OW1_B_IY0
アドベ	adobe	AH0_D_OW1_B_IY0
アドビ	adobe	AH0_D_OW1_B_IY0
アドバイザー	adviser	AE0_D_V_AY1_Z_ER0
アドヴァイザー	adviser	AE0_D_V_AY1_Z_ER0
アドバイス	advice	AE0_D_V_AY1_S
アドヴァイス	advice	AE0_D_V_AY1_S
アドバタイジング	advertising	AE1_D_V_ER0_T_AY2_Z_IH0_NG
アドバタイズメント	advertisement	AE0_D_V_ER1_T_AH0_Z_M_AH0_N_T
アドゥバタイズメント	advertisement	AE0_D_V_ER1_T_AH0_Z_M_AH0_N_T
アドバンス	advance	AH0_D_V_AE1_N_S
アドヴァンス	advance	AH0_D_V_AE1_N_S
アドバンテージ	advantage	AE0_D_V_AE1_N_T_IH0_JH
アドヴァンテージ	advantage	AE0_D_V_AE1_N_T_IH0_JH
アドバンテッジ	advantage	AE0_D_V_AE1_N_T_IH0_JH
アドベンチャー	adventure	AE0_D_V_EH1_N_CH_ER0
アドヴェンチャー	adventure	AE0_D_V_EH1_N_CH_ER0
アドミタンス	admittance	AH0_D_M_IH1_T_AH0_N_S
アドミッション	admission	AE0_D_M_IH1_SH_AH0_N
アドミン	admin	AE1_D_M_IH0_N
アドレス	address	AE1_D_R_EH2_S
アドゥレッス	address	AE1_D_R_EH2_S
アドレッシング	addressing	AE0_D_R_EH1_S_IH0_NG
アドレナリン	adrenalin	AH0_D_R_EH1_N_AH0_L_IH0_N
アナ	announcer	AH0_N_AW1_N_S_ER0
アナーキー	anarchy	AE1_N_ER0_K_IY2
アナーキスト	anarchist	AE1_N_ER0_K_IH2_S_T
アナキスト	anarchist	AE1_N_ER0_K_IH2_S_T
アナウンサー	announcer	AH0_N_AW1_N_S_ER0
アナウンサ	announcer	AH0_N_AW1_N_S_ER0
アナウンス	announcement	AH0_N_AW1_N_S_M_EH0_N_T
アナウンスメント	announcement	AH0_N_AW1_N_S_M_EH0_N_T
アナクロ	anachronism	AH0_N_AE1_K_R_AH0_N_IH2_Z_AH0_M
アナクロニズム	anachronism	AH0_N_AE1_K_R_AH0_N_IH2_Z_AH0_M
アナグラム	anagram	AE1_N_AH0_G_R_AE2_M
アナテマ	anathema	AH0_N_AE1_TH_AH0_M_AH0
アナライザ	analyzer	AE1_N_AH0_L_AY2_Z_ER0
アナライザー	analyzer	AE1_N_AH0_L_AY2_Z_ER0
アナリシス	analysis	AE0_N_AE1_L_IH0_S_IH0_S
アナリスト	analyst	AE1_N_AH0_L_IH0_S_T
アナログ	analog	AE1_N_AH0_L_AO2_G
アナロジー	analogy	AH0_N_AE1_L_AH0_JH_IY0
アニーリング	annealing	AH0_N_IY1_L_IH0_NG
アニバーサリー	anniversary	AE2_N_AH0_V_ER1_S_ER0_IY0
アニマル	animal	AE1_N_AH0_M_AH0_L
アニミズム	animism	AE1_N_AH0_M_IH2_Z_AH0_M
アニメ	animation	AE2_N_AH0_M_EY1_SH_AH0_N
アニメーション	animation	AE2_N_AH0_M_EY1_SH_AH0_N
アニメーター	animator	AE1_N_AH0_M_EY2_T_ER0
アヌス	anus	EY1_N_AH0_S
アネクドート	anecdote	AE1_N_IH0_K_D_OW2_T
アノード	anode	AE1_N_OW2_D
アノニマス	anonymous	AH0_N_AA1_N_AH0_M_AH0_S
アノラック	anorak	AE1_N_ER0_AE2_K
アノレクシア	anorexia	AE2_N_ER0_EH1_K_S_IY0_AH0
アノレキシア	anorexia	AE2_N_ER0_EH1_K_S_IY0_AH0
アパーチャ	aperture	AE1_P_ER0_CH_ER0
アパーチュア	aperture	AE1_P_ER0_CH_ER0
アパーチャー	aperture	AE1_P_ER0_CH_ER0
アパシー	apathy	AE1_P_AH0_TH_IY0
アパタイト	appetite	AE1_P_AH0_T_AY2_T
アパッチ	apache	AH0_P_AE1_CH_IY0
アビタシオン	habitation	HH_AE2_B_AH0_T_EY1_SH_AH0_N
アビリティー	ability	AH0_B_IH1_L_AH0_T_IY2
アピール	appeal	AH0_P_IY1_L
アッピール	appeal	AH0_P_IY1_L
アフェア	affair	AH0_F_EH1_R
アフェアー	affair	AH0_F_EH1_R
アフォリズム	aphorism	AE1_F_ER0_IH2_Z_AH0_M
アフォルズム	aphorism	AE1_F_ER0_IH2_Z_AH0_M
アフカーナ	afrikaner	AE2_F_R_AH0_K_AA1_N_ER0
アフター	after	AE1_F_T_ER0
アフターヌーン	afternoon	AE2_F_T_ER0_N_UW1_N
アフタヌーン	afternoon	AE2_F_T_ER0_N_UW1_N
アーフタヌーン	afternoon	AE2_F_T_ER0_N_UW1_N
アフラトキシン	aflatoxin	AE2_F_L_AH0_T_AA1_K_S_IH0_N
アフリカーンス	afrikaans	AE2_F_R_AH0_K_AA1_N_Z
アフロ	afro	AE1_F_R_OW0
アブサン	absinthe	AE1_B_S_IH0_N_TH
アブストラクション	abstraction	AE0_B_S_T_R_AE1_K_SH_AH0_N
アブストラクト	abstract	AE0_B_S_T_R_AE1_K_T
アブソリューティズム	absolutism	AE1_B_S_AH0_L_UW2_T_IH2_Z_AH0_M
アブノーマル	abnormal	AE0_B_N_AO1_R_M_AH0_L
アプライ	apply	AH0_P_L_AY1
アプリ	app	AE1_P
アプリケーション	application	AE2_P_L_AH0_K_EY1_SH_AH0_N
アプリケイション	application	AE2_P_L_AH0_K_EY1_SH_AH0_N
アプリコット	apricot	EY1_P_R_AH0_K_AA2_T
アプローチ	approach	AH0_P_R_OW1_CH
アベイラビリティ	availability	AH0_V_EY2_L_AH0_B_IH1_L_AH0_T_IY0
アベイラビリティー	availability	AH0_V_EY2_L_AH0_B_IH1_L_AH0_T_IY0
アベニュー	avenue	AE1_V_AH0_N_UW2
アヴェニュー	avenue	AE1_V_AH0_N_UW2
アヴェニュ	avenue	AE1_V_AH0_N_UW2
アベレージ	average	AE1_V_ER0_IH0_JH
アボート	abort	AH0_B_AO1_R_T
アポート	abort	AH0_B_AO1_R_T
アボカド	avocado	AE2_V_AH0_K_AA1_D_OW0
アボガド	avocado	AE2_V_AH0_K_AA1_D_OW0
アボリジニ	aborigine	AE2_B_ER0_IH1_JH_AH0_N_IY0
アボリジニー	aborigine	AE2_B_ER0_IH1_JH_AH0_N_IY0
アボリジン	aborigine	AE2_B_ER0_IH1_JH_AH0_N_IY0
アポイント	appointment	AH0_P_OY1_N_T_M_AH0_N_T
アポイントメント	appointment	AH0_P_OY1_N_T_M_AH0_N_T
アポストロフィ	apostrophe	AH0_P_AA1_S_T_R_AH0_F_IY2
アポストロフィー	apostrophe	AH0_P_AA1_S_T_R_AH0_F_IY2
アマ	amateur	AE1_M_AH0_CH_ER2
アマチュア	amateur	AE1_M_AH0_CH_ER2
アマチュアリズム	amateurism	AE1_M_AH0_CH_ER2_IH0_Z_AH0_M
アマルガム	amalgam	AH0_M_AE1_L_G_AH0_M
アミューズメント	amusement	AH0_M_Y_UW1_Z_M_AH0_N_T
アムネスティ	amnesty	AE1_M_N_AH0_S_T_IY0
アメーバ	amoeba	AH0_M_IY1_B_AH0
アメーバー	amoeba	AH0_M_IY1_B_AH0
アメバ	amoeba	AH0_M_IY1_B_AH0
アミーバ	amoeba	AH0_M_IY1_B_AH0
アメシスト	amethyst	AE1_M_IH0_TH_IH0_S_T
アメジスト	amethyst	AE1_M_IH0_TH_IH0_S_T
アメニティー	amenity	AH0_M_EH1_N_AH0_T_IY0
アメニティ	amenity	AH0_M_EH1_N_AH0_T_IY0
アメリカニズム	americanism	AH0_M_EH1_R_IH0_K_AH0_N_IH2_Z_AH0_M
アメリカン	american	AH0_M_EH1_R_IH0_K_AH0_N
アメリシウム	americium	AH0_M_EH0_R_IH1_S_IY2_AH0_M
アモルファス	amorphous	AH0_M_AO1_R_F_AH0_S
アヤトラ	ayatollah	AY2_AH0_T_OW1_L_AH0
アーヤトッラー	ayatollah	AY2_AH0_T_OW1_L_AH0
アラー	allah	AA1_L_AH0
アッラー	allah	AA1_L_AH0
アッラーフ	allah	AA1_L_AH0
アラーム	alarm	AH0_L_AA1_R_M
アライアンス	alliance	AH0_L_AY1_AH0_N_S
アラインメント	alignment	AH0_L_AY1_N_M_AH0_N_T
アラウンド	around	ER0_AW1_N_D
アラブ	arab	AE1_R_AH0_B
アリーナ	arena	ER0_IY1_N_AH0
アリア	aria	AA1_R_IY0_AH0
アリゲーター	alligator	AE1_L_AH0_G_EY2_T_ER0
アリストクラシー	aristocracy	EH2_R_AH0_S_T_AA1_K_R_AH0_S_IY0
アリストクラット	aristocrat	ER0_IH1_S_T_AH0_K_R_AE2_T
アリバイ	alibi	AE1_L_AH0_B_AY2
アルカイック	archaic	AA0_R_K_EY1_IH0_K
アーケイック	archaic	AA0_R_K_EY1_IH0_K
アーケイイック	archaic	AA0_R_K_EY1_IH0_K
アルカディア	arcadia	AA0_R_K_EY1_D_IY0_AH0
アルカロイド	alkaloid	AE1_L_K_AH0_L_OY2_D
アルコーブ	alcove	AE1_L_K_OW2_V
アルコール	alcohol	AE1_L_K_AH0_HH_AA2_L
アルコホル	alcohol	AE1_L_K_AH0_HH_AA2_L
アルゴリズミック	algorithmic	AE1_L_G_ER0_IH2_DH_AH0_M_IH0_K
アルゴリズム	algorithm	AE1_L_G_ER0_IH2_DH_AH0_M
アルゴル	algol	AE1_L_G_AA0_L
アルゴン	argon	AA1_R_G_AA2_N
アルチザン	artisan	AA1_R_T_IH0_Z_AH0_N
アルト	alto	AE1_L_T_OW0
アルバトロス	albatross	AE1_L_B_AH0_T_R_AA2_S
アルバム	album	AE1_L_B_AH0_M
アルパイン	alpine	AE1_L_P_AY2_N
アルパカ	alpaca	AE0_L_P_AE1_K_AH0
アルビノ	albino	AE0_L_B_AY1_N_OW2
アルビーノ	albino	AE0_L_B_AY1_N_OW2
アルファベット	alphabet	AE1_L_F_AH0_B_EH2_T
アルブミン	albumin	AE0_L_B_Y_UW1_M_AH0_N
アルプス	alps	AE1_L_P_S
アルマジロ	armadillo	AA2_R_M_AH0_D_IH1_L_OW0
アーマジロ	armadillo	AA2_R_M_AH0_D_IH1_L_OW0
アルマナック	almanac	AA1_L_M_AH0_N_AE2_K
アルミ	aluminum	AH0_L_UW1_M_AH0_N_AH0_M
アルミナ	alumina	AH0_L_UW1_M_AH0_N_AH0
アルミニウム	aluminum	AH0_L_UW1_M_AH0_N_AH0_M
アルミニューム	aluminum	AH0_L_UW1_M_AH0_N_AH0_M
アレイ	array	ER0_EY1
アレー	array	ER0_EY1
アレグロ	allegro	AH0_L_EH1_G_R_OW2
アッレグロ	allegro	AH0_L_EH1_G_R_OW2
アレゴリー	allegory	AE1_L_AH0_G_AO2_R_IY0
アレンジ	arrangement	ER0_EY1_N_JH_M_AH0_N_T
アレンジメント	arrangement	ER0_EY1_N_JH_M_AH0_N_T
アレンジャー	arranger	ER0_EY1_N_JH_ER0
アロエ	aloe	AE1_L_OW2
アロケーション	allocation	AE2_L_AH0_K_EY1_SH_AH0_N
アロケート	allocate	AE1_L_AH0_K_EY2_T
アロハ	aloha	AH0_L_OW1_HH_AA0
アワー	hour	AW1_ER0
アウア	hour	AW1_ER0
アンカー	anchor	AE1_NG_K_ER0
アンカ	anchor	AE1_NG_K_ER0
アンカーマン	anchorman	AE1_NG_K_ER0_M_AE2_N
アンクレット	anklet	AE1_NG_K_L_IH0_T
アングラ	underground	AH1_N_D_ER0_G_R_AW2_N_D
アングル	angle	AE1_NG_G_AH0_L
アンコール	encore	AA1_N_K_AO2_R
アンサンブル	ensemble	AA0_N_S_AA1_M_B_AH0_L
アンソロジー	anthology	AE0_N_TH_AO1_L_AH0_JH_IY2
アンタゴニズム	antagonism	AE0_N_T_AE1_G_AH0_N_IH2_Z_AH0_M
アンタッチャブル	untouchable	AH0_N_T_AH1_CH_AH0_B_AH0_L
アンダー	under	AH1_N_D_ER0
アンダーウェア	underwear	AH1_N_D_ER0_W_EH2_R
アンダーウエア	underwear	AH1_N_D_ER0_W_EH2_R
アンダーグラウンド	underground	AH1_N_D_ER0_G_R_AW2_N_D
アンダーコート	undercoat	AH1_N_D_ER0_K_OW2_T
アンダーシャツ	undershirt	AH1_N_D_ER0_SH_ER2_T
アンダーシャート	undershirt	AH1_N_D_ER0_SH_ER2_T
アンダースコア	underscore	AH2_N_D_ER0_S_K_AO1_R
アンダーパス	underpass	AH1_N_D_ER0_P_AE2_S
アンダーライン	underline	AH1_N_D_ER0_L_AY2_N
アンダンテ	andante	AA0_N_D_AA1_N_T_EY0
アンダンティーノ	andantino	AA2_N_D_AA2_N_T_IY1_N_OW0
アンチノック	antiknock	AE2_N_T_IY0_N_AA1_K
アンチフリーズ	antifreeze	AE1_N_T_IY0_F_R_IY2_Z
アンチョビー	anchovy	AE0_N_CH_OW1_V_IY0
アンチョビ	anchovy	AE0_N_CH_OW1_V_IY0
アンティーク	antique	AE0_N_T_IY1_K
アンティック	antique	AE0_N_T_IY1_K
アンチック	antique	AE0_N_T_IY1_K
アンチーク	antique	AE0_N_T_IY1_K
アンテナ	antenna	AE0_N_T_EH1_N_AH0
アンドゥ	undoing	AH0_N_D_UW1_IH0_NG
アンドゥー	undoing	AH0_N_D_UW1_IH0_NG
アンドロイド	android	AE1_N_D_R_OY2_D
アンニュイ	ennui	EH0_N_UW1_IY0
アンハッピー	unhappy	AH0_N_HH_AE1_P_IY0
アンバー	amber	AE1_M_B_ER0
アンバサダー	ambassador	AE0_M_B_AE1_S_AH0_D_ER0
アンバランス	unbalanced	AH0_N_B_AE1_L_AH0_N_S_T
アンパイア	umpire	AH1_M_P_AY2_ER0
アンパイヤ	umpire	AH1_M_P_AY2_ER0
アンビアンス	ambiance	AE1_M_B_IY0_AH0_N_S
アンビバレンス	ambivalence	AE0_M_B_IH1_V_AH0_L_AH0_N_S
アンビヴァレンス	ambivalence	AE0_M_B_IH1_V_AH0_L_AH0_N_S
アンフェア	unfair	AH0_N_F_EH1_R
アンフェタミン	amphetamine	AE0_M_F_EH1_T_AH0_M_IY2_N
アンプ	amp	AE1_M_P
アンプリファイアー	amplifier	AE1_M_P_L_AH0_F_AY2_ER0
アンプリファイア	amplifier	AE1_M_P_L_AH0_F_AY2_ER0
アンプリファイヤー	amplifier	AE1_M_P_L_AH0_F_AY2_ER0
アンプリファイヤ	amplifier	AE1_M_P_L_AH0_F_AY2_ER0
アンプロンプチュ	impromptu	IH2_M_P_R_AA1_M_P_T_UW0
アンモナイト	ammonite	AE1_M_AH0_N_AY2_T
アンモニア	ammonia	AH0_M_OW1_N_Y_AH0
アンラッキー	unlucky	AH0_N_L_AH1_K_IY0
アンロック	unlock	AH0_N_L_AA1_K
イーグル	eagle	IY1_G_AH0_L
イーサ	ether	IY1_TH_ER0
イーサネット	ethernet	IY1_TH_ER0_N_EH2_T
イージー	easy	IY1_Z_IY0
イースター	easter	IY1_S_T_ER0
イースト	east	IY1_S_T
イーゼル	easel	IY1_Z_AH0_L
イーブン	even	IY1_V_IH0_N
イエロー	yellow	Y_EH1_L_OW0
イェロー	yellow	Y_EH1_L_OW0
イェロウ	yellow	Y_EH1_L_OW0
イクイップメント	equipment	IH0_K_W_IH1_P_M_AH0_N_T
イグアナ	iguana	IH2_G_W_AA1_N_AH0
イグルー	igloo	IH1_G_L_UW0
イコール	equal	IY1_K_W_AH0_L
イコノグラフィー	iconography	AY2_K_AH0_N_AA1_G_R_AH0_F_IY0
イコライザ	equalizer	IY1_K_W_AH0_L_AY2_Z_ER0
イコライザー	equalizer	IY1_K_W_AH0_L_AY2_Z_ER0
イスタンブール	istanbul	IH2_S_T_AA0_N_B_UW1_L
イスタンブル	istanbul	IH2_S_T_AA0_N_B_UW1_L
イスラム	islam	IH2_S_L_AA1_M
イスラーム	islam	IH2_S_L_AA1_M
イズム	ism	IH1_Z_AH0_M
ズム	ism	IH1_Z_AH0_M
イタリック	italics	AY0_T_AE1_L_IH0_K_S
イット	it	IH1_T
イットリウム	yttrium	IH1_T_R_IY0_AH0_M
イデア	idea	AY0_D_IY1_AH0
イディオム	idiom	IH1_D_IY0_AH0_M
イデオム	idiom	IH1_D_IY0_AH0_M
イド	id	IH1_D
イニシアティブ	initiative	IH2_N_IH1_SH_AH0_T_IH0_V
イニシアチブ	initiative	IH2_N_IH1_SH_AH0_T_IH0_V
イニシアチヴ	initiative	IH2_N_IH1_SH_AH0_T_IH0_V
イニシアティヴ	initiative	IH2_N_IH1_SH_AH0_T_IH0_V
イニシエーション	initiation	IH2_N_IH2_SH_IY0_EY1_SH_AH0_N
イニシエータ	initiator	IH2_N_IH0_SH_IY1_EY0_T_ER0
イニシエーター	initiator	IH2_N_IH0_SH_IY1_EY0_T_ER0
イニシャライズ	initialize	IH2_N_IH1_SH_AH0_L_AY2_Z
イニシアライズ	initialize	IH2_N_IH1_SH_AH0_L_AY2_Z
イニシャル	initials	IH2_N_IH1_SH_AH0_L_Z
イニシアル	initials	IH2_N_IH1_SH_AH0_L_Z
イニング	inning	IH1_N_IH0_NG
インニング	inning	IH1_N_IH0_NG
イノセンス	innocence	IH1_N_AH0_S_AH0_N_S
イノセント	innocent	IH1_N_AH0_S_AH0_N_T
イノベーション	innovation	IH2_N_AH0_V_EY1_SH_AH0_N
イノベイション	innovation	IH2_N_AH0_V_EY1_SH_AH0_N
イブ	eve	IY1_V
イヴ	eve	IY1_V
イブニング	evening	IY1_V_N_IH0_NG
イヴニング	evening	IY1_V_N_IH0_NG
イベント	event	IH0_V_EH1_N_T
エベント	event	IH0_V_EH1_N_T
イマージェンシー	emergency	IH0_M_ER1_JH_AH0_N_S_IY0
イマジニアリング	imagineering	IH2_M_AE2_JH_AH0_N_IH1_R_IH0_NG
イマジネーション	imagination	IH2_M_AE2_JH_AH0_N_EY1_SH_AH0_N
イマジネイション	imagination	IH2_M_AE2_JH_AH0_N_EY1_SH_AH0_N
イミグレーション	immigration	IH2_M_AH0_G_R_EY1_SH_AH0_N
イミグレイション	immigration	IH2_M_AH0_G_R_EY1_SH_AH0_N
イミテーション	imitation	IH2_M_AH0_T_EY1_SH_AH0_N
イミテイション	imitation	IH2_M_AH0_T_EY1_SH_AH0_N
イミディエイト	immediate	IH2_M_IY1_D_IY2_AH0_T
イメージ	image	IH1_M_AH0_JH
イヤーブック	yearbook	Y_IH1_R_B_UH2_K
イアブック	yearbook	Y_IH1_R_B_UH2_K
イヤホン	earphone	IH1_R_F_OW2_N
イヤフォン	earphone	IH1_R_F_OW2_N
イヤホーン	earphone	IH1_R_F_OW2_N
イヤフォーン	earphone	IH1_R_F_OW2_N
イヤマーク	earmark	IH1_R_M_AA2_R_K
イヤリング	earring	IH1_R_IH0_NG
イアリング	earring	IH1_R_IH0_NG
イラク	iraq	IH2_R_AA1_K
イラショナル	irrational	IH2_R_AE1_SH_AH0_N_AH0_L
イラスト	illustration	IH2_L_AH0_S_T_R_EY1_SH_AH0_N
イラストレーション	illustration	IH2_L_AH0_S_T_R_EY1_SH_AH0_N
イラストレーター	illustrator	IH1_L_AH0_S_T_R_EY2_T_ER0
イラストレータ	illustrator	IH1_L_AH0_S_T_R_EY2_T_ER0
イラン	iran	IH2_R_AA1_N
イリーガル	illegal	IH2_L_IY1_G_AH0_L
イリジウム	iridium	IH2_R_IH1_D_IY0_AH0_M
イリノイ	illinois	IH2_L_AH0_N_OY1
イリュージョン	illusion	IH2_L_UW1_ZH_AH0_N
イルージョン	illusion	IH2_L_UW1_ZH_AH0_N
イリュミネイション	illumination	IH2_L_UW2_M_AH0_N_EY1_SH_AH0_N
イルミネーション	illumination	IH2_L_UW2_M_AH0_N_EY1_SH_AH0_N
イレーザー	eraser	IH0_R_EY1_S_ER0
イレギュラー	irregular	IH2_R_EH1_G_Y_AH0_L_ER0
イレブン	eleven	IH0_L_EH1_V_AH0_N
イレヴン	eleven	IH0_L_EH1_V_AH0_N
イロコイ	iroquois	IH1_R_AH0_K_W_OY2
インカム	income	IH1_N_K_AH2_M
インキュベーション	incubation	IH2_NG_K_Y_UW0_B_EY1_SH_AH0_N
インキュベータ	incubator	IH1_NG_K_Y_AH0_B_EY2_T_ER0
インキュベーター	incubator	IH1_NG_K_Y_AH0_B_EY2_T_ER0
インキュベート	incubate	IH1_N_K_Y_AH0_B_EY2_T
インクリメンタル	incremental	IH2_N_K_R_AH0_M_EH1_N_T_AH0_L
インクリメント	increment	IH1_N_K_R_AH0_M_AH0_N_T
インクルード	include	IH2_N_K_L_UW1_D
イングランド	england	IH1_NG_G_L_AH0_N_D
インゴット	ingot	IH1_NG_G_AH0_T
インサート	insert	IH2_N_S_ER1_T
インサイダー	insider	IH2_N_S_AY1_D_ER0
インシデント	incident	IH1_N_S_AH0_D_AH0_N_T
インシュアランス	insurance	IH2_N_SH_UH1_R_AH0_N_S
インシュラリティー	insularity	IH2_N_S_AH0_L_EH1_R_IH0_T_IY0
インスリン	insulin	IH1_N_S_AH0_L_AH0_N
インシュリン	insulin	IH1_N_S_AH0_L_AH0_N
インシュレーション	insulation	IH2_N_S_AH0_L_EY1_SH_AH0_N
インジウム	indium	IH1_N_D_IY0_AH0_M
インジェクション	injection	IH2_N_JH_EH1_K_SH_AH0_N
インジェクター	injector	IH2_N_JH_EH1_K_T_ER0
インジェクタ	injector	IH2_N_JH_EH1_K_T_ER0
インジケータ	indicator	IH1_N_D_AH0_K_EY2_T_ER0
インジケーター	indicator	IH1_N_D_AH0_K_EY2_T_ER0
インジゴ	indigo	IH1_N_D_AH0_G_OW2
インディゴ	indigo	IH1_N_D_AH0_G_OW2
インスタンス	instance	IH1_N_S_T_AH0_N_S
インスタント	instant	IH1_N_S_T_AH0_N_T
インスティテューション	institution	IH2_N_S_T_IH0_T_UW1_SH_AH0_N
インスティチューション	institution	IH2_N_S_T_IH0_T_UW1_SH_AH0_N
インスティンクト	instinct	IH1_N_S_T_IH0_NG_K_T
インスト	instrumental	IH2_N_S_T_R_AH0_M_EH1_N_T_AH0_L
インストーラ	installer	IH2_N_S_T_AO1_L_ER0
インストーラー	installer	IH2_N_S_T_AO1_L_ER0
インストール	installation	IH2_N_S_T_AH0_L_EY1_SH_AH0_N
インストールメント	installment	IH2_N_S_T_AO1_L_M_AH0_N_T
インストラクション	instruction	IH2_N_S_T_R_AH1_K_SH_AH0_N
インストラクター	instructor	IH2_N_S_T_R_AH1_K_T_ER0
インスピレーション	inspiration	IH2_N_S_P_ER0_EY1_SH_AH0_N
インスピレイション	inspiration	IH2_N_S_P_ER0_EY1_SH_AH0_N
インセキュリティー	insecurity	IH2_N_S_IH0_K_Y_UH1_R_IH0_T_IY0
インセスト	incest	IH1_N_S_EH2_S_T
インセンス	incense	IH2_N_S_EH1_N_S
インセンティブ	incentive	IH2_N_S_EH1_N_T_IH0_V
インセンティヴ	incentive	IH2_N_S_EH1_N_T_IH0_V
インター	interchange	IH2_N_T_ER0_CH_EY1_N_JH
インタ	interchange	IH2_N_T_ER0_CH_EY1_N_JH
インターコース	intercourse	IH1_N_T_ER0_K_AO2_R_S
インターセプター	interceptor	IH2_N_T_ER0_S_EH1_P_T_ER0
インターナショナル	international	IH2_N_T_ER0_N_AE1_SH_AH0_N_AA0_L
インタナショナル	international	IH2_N_T_ER0_N_AE1_SH_AH0_N_AA0_L
インターナショナリズム	internationalism	IH2_N_T_ER0_N_AE1_SH_AH0_N_AA0_L_IH2_Z_AH0_M
インターナションアリズム	internationalism	IH2_N_T_ER0_N_AE1_SH_AH0_N_AA0_L_IH2_Z_AH0_M
インターネット	internet	IH1_N_T_ER0_N_EH2_T
インタネット	internet	IH1_N_T_ER0_N_EH2_T
インターバル	interval	IH1_N_T_ER0_V_AH0_L
インタバル	interval	IH1_N_T_ER0_V_AH0_L
インタフェース	interface	IH1_N_T_ER0_F_EY2_S
インターフェース	interface	IH1_N_T_ER0_F_EY2_S
インターフェイス	interface	IH1_N_T_ER0_F_EY2_S
インタフェイス	interface	IH1_N_T_ER0_F_EY2_S
インターフェス	interface	IH1_N_T_ER0_F_EY2_S
インタフェス	interface	IH1_N_T_ER0_F_EY2_S
インターフェア	interfere	IH2_N_T_ER0_F_IH1_R
インターフェアランス	interference	IH2_N_T_ER0_F_IH1_R_AH0_N_S
インターフェロン	interferon	IH2_N_T_ER0_F_EH1_R_AA0_N
インターホン	intercom	IH1_N_T_ER0_K_AA2_M
インターフォン	intercom	IH1_N_T_ER0_K_AA2_M
インターポール	interpol	IH1_N_T_ER0_P_OW2_L
