アードバーク	aardvark	AA1_R_D_V_AA2_R_K
イースター	easter	IY1_S_T_ER0
イースタエッグ	easter|egging	IY1_S_T_ER0|EH1_G_IH0_NG
イースタン	eastern	IY1_S_T_ER0_N
イージー	easy	IY1_Z_IY0
イージーゴーイング	easy|going	IY1_Z_IY0|G_OW1_IH0_NG
オードビ	eau|de|vie	OW1|D_IY1|V_AY1
エボニー	ebony	EH1_B_AH0_N_IY0
エキセントリック	eccentric	EH2_K_S_EH1_N_T_R_IH0_K
エクセントリック	eccentric	EH2_K_S_EH1_N_T_R_IH0_K
エコー	echo	EH1_K_OW0
エコーグラフィー	echography	EH0_K_AA1_G_R_AH0_F_IY0
エコーロケーション	echolocation	EH2_K_OW0_L_OW0_K_EY1_SH_AH0_N
エコロケーション	echolocation	EH2_K_OW0_L_OW0_K_EY1_SH_AH0_N
エクリプス	eclipse	IH0_K_L_IH1_P_S
エコ	eco	EH1_K_OW0
エコビジネス	eco|business	IY1_K_OW0|B_IH1_Z_N_AH0_S
エコカー	eco|car	IY1_K_OW0|K_AA1_R
エコール	ecole	IH0_K_OW1_L
エコロジカル	ecological	IY0_K_AH0_L_AA1_JH_IH0_K_AH0_L
エコロジスト	ecologist	IH0_K_AA1_L_AH0_JH_IH0_S_T
エコロジ	ecology	IH0_K_AA1_L_AH0_JH_IY0
エコロジー	ecology	IH0_K_AA1_L_AH0_JH_IY0
エコノメトリックス	econometrics	IH0_K_AA2_N_AH0_M_EH1_T_R_IH0_K_S
エコノミック	economic	EH2_K_AH0_N_AA1_M_IH0_K
エコノミカル	economical	EH2_K_AH0_N_AA1_M_IH0_K_AH0_L
エコノミクス	economics	EH2_K_AH0_N_AA1_M_IH0_K_S
エコノミックス	economics	EH2_K_AH0_N_AA1_M_IH0_K_S
エコノミスト	economist	IH0_K_AA1_N_AH0_M_IH0_S_T
エコノミ	economy	IH0_K_AA1_N_AH0_M_IY0
エコノミー	economy	IH0_K_AA1_N_AH0_M_IY0
エコシステム	ecosystem	IY1_K_OW0_S_IH2_S_T_AH0_M
エクスタシー	ecstasy	EH1_K_S_T_AH0_S_IY0
エーデルヴァイス	edelweiss	EY1_D_AH0_L_V_AY2_S
エーデルバイス	edelweiss	EY1_D_AH0_L_V_AY2_S
エーデルワイス	edelweiss	EY1_D_AH0_L_V_AY2_S
エデン	eden	IY1_D_AH0_N
エッジ	edge	EH1_JH
エッジサブスクリプションファイル	edge|subscription|file	EH1_JH|S_AH0_B_S_K_R_IH1_P_SH_AH0_N|F_AY1_L
エッジング	edging	EH1_JH_IH0_NG
エッジー	edgy	EH1_JH_IY0
エジンバラ	edinburgh	EH1_D_AH0_N_B_ER0_OW0
エディンバラ	edinburgh	EH1_D_AH0_N_B_ER0_OW0
エディット	edit	EH1_D_AH0_T
エディト	edit	EH1_D_AH0_T
エディティング	editing	EH1_D_AH0_T_IH0_NG
エディション	edition	AH0_D_IH1_SH_AH0_N
エディタ	editor	EH1_D_AH0_T_ER0
エディター	editor	EH1_D_AH0_T_ER0
エディトリアル	editorial	EH2_D_AH0_T_AO1_R_IY0_AH0_L
イーディーオーラム	edo|ram	IY1_D_IY1_OW0|R_AE1_M
エデュ	edu	EH1_D_Y_UW0
エジュケーション	education	EH2_JH_AH0_K_EY1_SH_AH0_N
エディケーション	education	EH2_JH_AH0_K_EY1_SH_AH0_N
エデュケーション	education	EH2_JH_AH0_K_EY1_SH_AH0_N
エデュケーター	educator	EH1_JH_AH0_K_EY2_T_ER0
イフェクト	effect	IH0_F_EH1_K_T
エフェクト	effect	IH0_F_EH1_K_T
エフェクトコンパイラ	effect|compiler	IH0_F_EH1_K_T|K_AH0_M_P_AY1_L_ER0
エフェクティブ	effective	IH0_F_EH1_K_T_IH0_V
エフェクタ	effector	IH0_F_EH1_K_T_ER0
エフェクター	effector	IH0_F_EH1_K_T_ER0
エフェクツ	effects	IH0_F_EH1_K_T_S
エフィシェンシー	efficiency	IH0_F_IH1_SH_AH0_N_S_IY0
エッグ	egg	EH1_G
エッグカップ	eggcup	EH1_G_K_AH2_P
エッグノグ	eggnog	EH1_G_N_AO2_G
エッグノッグ	eggnog	EH1_G_N_AO2_G
エッグプラント	eggplant	EH1_G_P_L_AE2_N_T
エゴ	ego	IY1_G_OW0
エゴイズム	egoism	IY1_G_OW0_IH2_Z_AH0_M
エゴティズム	egotism	IY1_G_AH0_T_IH2_Z_AH0_M
エゴチスト	egotist	IY1_G_AH0_T_IH0_S_T
エゴティスト	egotist	IY1_G_AH0_T_IH0_S_T
イード	eid	AY1_D
エイト	eight	EY1_T
エイティーン	eighteen	EY0_T_IY1_N
アイス	eis	AY1_Z
イーアイサ	eisa	EY1_S_AH0
エイサー	eisa	EY1_S_AH0
エイサア	eisa	EY1_S_AH0
アイゼン	eisen	AY1_S_AH0_N
エヤクラチオン	ejaculation	IY0_JH_AE2_K_Y_UW0_L_EY1_SH_AH0_N
イジェクト	eject	IH0_JH_EH1_K_T
エルドラド	el|dorado	EH1_L|D_AO0_R_AA1_D_OW0
イランド	eland	IY1_L_AH0_N_D
エランド	eland	IY1_L_AH0_N_D
エラスチック	elastic	IH0_L_AE1_S_T_IH0_K
エラスティック	elastic	IH0_L_AE1_S_T_IH0_K
イラステシティ	elasticity	IY2_L_AE2_S_T_IH1_S_AH0_T_IY0
エラストマー	elastomer	IH0_L_AE1_S_T_AH0_M_ER0
エルボ	elbow	EH1_L_B_OW2
エルボー	elbow	EH1_L_B_OW2
イレクト	elect	IH0_L_EH1_K_T
エレクトリック	electric	IH0_L_EH1_K_T_R_IH0_K
エレクトリックアコースティックギター	electric|acoustic|guitar	IH0_L_EH1_K_T_R_IH0_K|AH0_K_UW1_S_T_IH0_K|G_IH0_T_AA1_R
エレクトリックピアノ	electric|piano	IH0_L_EH1_K_T_R_IH0_K|P_IY0_AE1_N_OW0
エレクトロン	electron	IH2_L_EH1_K_T_R_AA0_N
エレクトロニック	electronic	IH2_L_EH2_K_T_R_AA1_N_IH0_K
エレクトロニックバンキング	electronic|banking	IH2_L_EH2_K_T_R_AA1_N_IH0_K|B_AE1_NG_K_IH0_NG
エレクトロニッククッキング	electronic|cooking	IH2_L_EH2_K_T_R_AA1_N_IH0_K|K_UH1_K_IH0_NG
エレクトロニックコテージ	electronic|cottage	IH2_L_EH2_K_T_R_AA1_N_IH0_K|K_AA1_T_AH0_JH
エレクトロニックインテリジェンス	electronic|intelligence	IH2_L_EH2_K_T_R_AA1_N_IH0_K|IH2_N_T_EH1_L_AH0_JH_AH0_N_S
エレクトロニックオフィス	electronic|office	IH2_L_EH2_K_T_R_AA1_N_IH0_K|AO1_F_AH0_S
エレクトロニクス	electronics	IH2_L_EH2_K_T_R_AA1_N_IH0_K_S
エレガンス	elegance	EH1_L_AH0_G_AH0_N_S
エレガント	elegant	EH1_L_AH0_G_AH0_N_T
エレジー	elegy	EH1_L_AH0_JH_IY2
エレメント	element	EH1_L_AH0_M_AH0_N_T
エレメンタリー	elementary	EH2_L_AH0_M_EH1_N_T_R_IY0
エレファント	elephant	EH1_L_AH0_F_AH0_N_T
エレファンタイン	elephantine	EH2_L_AH0_F_AE1_N_T_IY2_N
エレベーション	elevation	EH2_L_AH0_V_EY1_SH_AH0_N
エレベータ	elevator	EH1_L_AH0_V_EY2_T_ER0
エレベーター	elevator	EH1_L_AH0_V_EY2_T_ER0
イレヴン	eleven	IH0_L_EH1_V_AH0_N
イレブン	eleven	IH0_L_EH1_V_AH0_N
イレブンス	eleventh	IH0_L_EH1_V_AH0_N_TH
エルフ	elf	EH1_L_F
エリジビリティー	eligibility	EH2_L_IH0_JH_AH0_B_IH1_L_IH0_T_IY0
イリミネーション	elimination	IH0_L_IH2_M_AH0_N_EY1_SH_AH0_N
エリミネーション	elimination	IH0_L_IH2_M_AH0_N_EY1_SH_AH0_N
エリート	elite	IH0_L_IY1_T
エリキシル	elixir	IH0_L_IH1_K_S_ER0
エリクシア	elixir	IH0_L_IH1_K_S_ER0
エルク	elk	EH1_L_K
エル	ell	EH1_L
エルム	elm	EH1_L_M
エロキューション	elocution	EH2_L_AH0_K_Y_UW1_SH_AH0_N
エルード	elude	IH0_L_UW1_D
エリシウム	elysium	IH0_L_IH1_Z_IY0_AH0_M
エリジウム	elysium	IH0_L_IH1_Z_IY0_AH0_M
イーマックス	emacs	IY1_M_AE2_K_S
イーメール	email	IY0_M_EY1_L
イーメイル	email	IY0_M_EY1_L
イーメェル	email	IY0_M_EY1_L
エンバーミング	embalming	EH0_M_B_AA1_M_IH0_NG
エンバーゴー	embargo	EH0_M_B_AA1_R_G_OW0
エンバシー	embassy	EH1_M_B_AH0_S_IY0
エムブレム	emblem	EH1_M_B_L_AH0_M
エンブレム	emblem	EH1_M_B_L_AH0_M
エンブロイダリー	embroidery	EH0_M_B_R_OY1_D_ER0_IY0
エンブリオ	embryo	EH1_M_B_R_IY0_OW2
エメラルド	emerald	EH1_M_R_AH0_L_D
イマージェンシー	emergency	IH0_M_ER1_JH_AH0_N_S_IY0
エマージェンシー	emergency	IH0_M_ER1_JH_AH0_N_S_IY0
エマージング	emerging	IH0_M_ER1_JH_IH0_NG
エメリー	emery	EH1_M_ER0_IY0
エメリーズグレゴリー	emery's|gregory	EH1_M_ER0_IY0_Z|G_R_EH1_G_ER0_IY0
エミグラント	emigrant	EH1_M_AH0_G_R_AH0_N_T
エミグレーション	emigration	EH2_M_AH0_G_R_EY1_SH_AH0_N
エミネント	eminent	EH1_M_AH0_N_AH0_N_T
エミッション	emission	IH0_M_IH1_SH_AH0_N
エミッター	emitter	IH0_M_IH1_T_ER0
エモーティコン	emoticon	AH0_M_OW1_T_AH0_K_AA2_N
エモーション	emotion	IH0_M_OW1_SH_AH0_N
エモーショナル	emotional	IH0_M_OW1_SH_AH0_N_AH0_L
エモーショナリスム	emotionalism	IY0_M_OW1_SH_AH0_N_AH0_L_IH2_Z_AH0_M
エンパス	empath	EH1_M_P_AE2_TH
エンパシー	empathy	EH1_M_P_AH0_TH_IY0
エンファシス	emphasis	EH1_M_F_AH0_S_IH0_S
エンファサイズ	emphasize	EH1_M_F_AH0_S_AY2_Z
エンパイア	empire	EH1_M_P_AY0_ER0
エンパイヤ	empire	EH1_M_P_AY0_ER0
エンプロイア	employer	EH0_M_P_L_OY1_ER0
エンプロイアー	employer	EH0_M_P_L_OY1_ER0
エンプロイヤ	employer	EH0_M_P_L_OY1_ER0
エンプロイヤー	employer	EH0_M_P_L_OY1_ER0
エンパワー	empower	IH0_M_P_AW1_ER0
エンパワーメント	empowerment	IH0_M_P_AW1_ER0_M_AH0_N_T
エンパワメント	empowerment	IH0_M_P_AW1_ER0_M_AH0_N_T
エンプレス	empress	EH1_M_P_R_EH0_S
エンプティー	empty	EH1_M_P_T_IY0
エミュー	emu	IY1_M_Y_UW2
エミュレート	emulate	EH1_M_Y_AH0_L_EY2_T
エミュレーション	emulation	EH2_M_Y_AH0_L_EY1_SH_AH0_N
エマルジオン	emulsion	IH0_M_AH1_L_SH_AH0_N
エマルション	emulsion	IH0_M_AH1_L_SH_AH0_N
エマルジョン	emulsion	IH0_M_AH1_L_SH_AH0_N
エムルション	emulsion	IH0_M_AH1_L_SH_AH0_N
アンツーカ	en|tout|cas	EH1_N|T_AW1_T|K_AE1_S
アンツーカー	en|tout|cas	EH1_N|T_AW1_T|K_AE1_S
イネーブル	enable	EH0_N_EY1_B_AH0_L
エネーブル	enable	EH0_N_EY1_B_AH0_L
イネーブラ	enabler	EH0_N_EY1_B_AH0_L_ER0
イネーブラー	enabler	EH0_N_EY1_B_AH0_L_ER0
イネイブラー	enabler	EH0_N_EY1_B_AH0_L_ER0
エナメル	enamel	IH0_N_AE1_M_AH0_L
エンチラーダ	enchilada	EH0_N_CH_IH0_L_AA1_D_AH0
エンクロージャー	enclosure	EH0_N_K_L_OW1_ZH_ER0
エンクロージュア	enclosure	EH0_N_K_L_OW1_ZH_ER0
エンコード	encode	EH0_N_K_OW1_D
エンコーディング	encoding	EH0_N_K_OW1_D_IH0_NG
アンコール	encore	AA1_N_K_AO2_R
エンカウンター	encounter	IH0_N_K_AW1_N_T_ER0
エンカレッジ	encourage	EH0_N_K_ER1_IH0_JH
エンクリプト	encrypt	EH0_N_K_R_IH1_P_T
エンド	end	EH1_N_D
エンドカーラー	end|curler	EH1_N_D|K_ER1_L_ER0
エンドオブファイル	end|of|file	EH1_N_D|AH1_V|F_AY1_L
エンドオブテキスト	end|of|text	EH1_N_D|AH1_V|T_EH1_K_S_T
エンドツーエンド	end|to|end	EH1_N_D|T_UW1|EH1_N_D
エンドツエンド	end|to|end	EH1_N_D|T_UW1|EH1_N_D
エンドトランザクション	end|transaction	EH1_N_D|T_R_AE0_N_Z_AE1_K_SH_AH0_N
エンディング	ending	EH1_N_D_IH0_NG
アンディーブ	endive	EH1_N_D_IH0_V
エンダイブ	endive	EH1_N_D_IH0_V
エンドレス	endless	EH1_N_D_L_AH0_S
エンドルフィン	endorphin	EH0_N_D_AO1_R_F_IH0_N
エンドース	endorse	EH0_N_D_AO1_R_S
エンドースメント	endorsement	EH0_N_D_AO1_R_S_M_AH0_N_T
エンドーサ	endorser	IH0_N_D_AO1_R_S_ER0
エンドーサー	endorser	IH0_N_D_AO1_R_S_ER0
エンドポイント	endpoint	EH1_N_D_P_OY2_N_T
エネマ	enema	EH1_N_AH0_M_AH0
エネミー	enemy	EH1_N_AH0_M_IY0
エナージー	energy	EH1_N_ER0_JH_IY0
エナジー	energy	EH1_N_ER0_JH_IY0
エナジーセーバ	energy|saver	EH1_N_ER0_JH_IY0|S_EY1_V_ER0
アンファン	enfant	EH1_N_F_AA2_N_T
エンフォースメント	enforcement	EH0_N_F_AO1_R_S_M_AH0_N_T
エンゲージ	engage	IH0_N_G_EY1_JH
エンゲイジ	engage	IH0_N_G_EY1_JH
アンガージュマン	engagement	EH0_N_G_EY1_JH_M_AH0_N_T
エンゲージメント	engagement	EH0_N_G_EY1_JH_M_AH0_N_T
エンジン	engine	EH1_N_JH_AH0_N
エンジンストップ	engine|stop	EH1_N_JH_AH0_N|S_T_AA1_P
エンジニア	engineer	EH1_N_JH_AH0_N_IH1_R
エンジニアリング	engineering	EH1_N_JH_AH0_N_IH1_R_IH0_NG
エンジニアリングプラスチック	engineering|plastics	EH1_N_JH_AH0_N_IH1_R_IH0_NG|P_L_AE1_S_T_IH0_K_S
イングランド	england	IH1_NG_G_L_AH0_N_D
イングリッシュ	english	IH1_NG_G_L_IH0_SH
エングラム	engram	EH1_N_G_R_AE2_M
エングレーバー	engraver	IH0_N_G_R_EY1_V_ER0
エンハンストアイディーイー	enhanced|i|d|e	EH0_N_HH_AE1_N_S_T|AY1|D_IY1|IY1
エンハンストモード	enhanced|mode	EH0_N_HH_AE1_N_S_T|M_OW1_D
エンハンストパラレルインタフェース	enhanced|parallel|interface	EH0_N_HH_AE1_N_S_T|P_EH1_R_AH0_L_EH2_L|IH1_N_T_ER0_F_EY2_S
エンハンスメント	enhancement	EH0_N_HH_AE1_N_S_M_AH0_N_T
エンハンシング	enhancing	EH0_N_HH_AE1_N_S_IH0_NG
エニグマ	enigma	IH0_N_IH1_G_M_AH0
エンジョイ	enjoy	EH2_N_JH_OY1
エンラージメント	enlargement	EH2_N_L_AA1_R_JH_M_AH0_N_T
アンニュイ	ennui	EH0_N_UW1_IY0
エンリッチ	enrich	EH0_N_R_IH1_CH
アンサンブル	ensemble	AA0_N_S_AA1_M_B_AH0_L
エンター	enter	EH1_N_T_ER0
エンタープライズ	enterprise	EH1_N_T_ER0_P_R_AY2_Z
エンタープライズレベル	enterprise|level	EH1_N_T_ER0_P_R_AY2_Z|L_EH1_V_AH0_L
エンターテイナー	entertainer	EH2_N_T_ER0_T_EY1_N_ER0
エンターテイメント	entertainment	EH2_N_T_ER0_T_EY1_N_M_AH0_N_T
エンターテインメント	entertainment	EH2_N_T_ER0_T_EY1_N_M_AH0_N_T
エンタテイメント	entertainment	EH2_N_T_ER0_T_EY1_N_M_AH0_N_T
エンタテインメント	entertainment	EH2_N_T_ER0_T_EY1_N_M_AH0_N_T
エンタテイメンツ	entertainments	EH2_N_T_ER0_T_EY1_N_M_AH0_N_T_S
インシュージアスト	enthusiast	EH0_N_TH_UW1_Z_IY0_AE2_S_T
インスージアスト	enthusiast	EH0_N_TH_UW1_Z_IY0_AE2_S_T
エンスージアスト	enthusiast	EH0_N_TH_UW1_Z_IY0_AE2_S_T
エンタイトル	entitle	EH0_N_T_AY1_T_AH0_L
エンティティ	entity	EH1_N_T_AH0_T_IY0
イントランス	entrance	EH1_N_T_R_AH0_N_S
エントランス	entrance	EH1_N_T_R_AH0_N_S
イントラント	entrant	EH1_N_T_R_AH0_N_T
アントルプルヌール	entrepreneur	AA2_N_T_R_AH0_P_R_AH0_N_ER1
アントレプレナー	entrepreneur	AA2_N_T_R_AH0_P_R_AH0_N_ER1
エントロピ	entropy	EH1_N_T_R_AH0_P_IY0
エントロピー	entropy	EH1_N_T_R_AH0_P_IY0
エントリ	entry	EH1_N_T_R_IY0
エントリー	entry	EH1_N_T_R_IY0
エントリーレベル	entry|level	EH1_N_T_R_IY0|L_EH1_V_AH0_L
エンベロープ	envelope	EH1_N_V_AH0_L_OW2_P
インバイアロンメント	environment	IH0_N_V_AY1_R_AH0_N_M_AH0_N_T
エンバイロメント	environment	IH0_N_V_AY1_R_AH0_N_M_AH0_N_T
エンザイム	enzyme	EH1_N_Z_AY2_M
エンチーム	enzyme	EH1_N_Z_AY2_M
エオヒップス	eohippus	IY2_OW0_HH_IH1_P_AH0_S
エーオース	eos	IY1_AO2_S
エフェドリン	ephedrine	IH0_F_EH1_D_R_IH0_N
エピック	epic	EH1_P_IH0_K
エピセンター	epicenter	EH1_P_AH0_S_EH2_N_T_ER0
エピキュリアン	epicurean	EH2_P_AH0_K_Y_UH0_R_IY1_AH0_N
エピデミック	epidemic	EH2_P_AH0_D_EH1_M_IH0_K
エピグラム	epigram	EH1_P_AH0_G_R_AE2_M
エピローグ	epilogue	EH2_P_IH0_L_AO1_G
エピネフリン	epinephrine	EH2_P_IH0_N_EH1_F_R_IH0_N
エピソード	episode	EH1_P_IH0_S_OW2_D
エピステーメー	episteme	EH1_P_IH0_S_T_IY2_M
エピタフ	epitaph	EH1_P_AH0_T_AE2_F
エピトープ	epitope	EH1_P_IH0_T_OW2_P
エポック	epoch	EH1_P_AH0_K
エポックメーキング	epoch|making	EH1_P_AH0_K|M_EY1_K_IH0_NG
エポックメイキング	epoch|making	EH1_P_AH0_K|M_EY1_K_IH0_NG
エポキシ	epoxy	IH0_P_AA1_K_S_IY0
イーピーロム	eprom	EH1_P_R_AH0_M
イコール	equal	IY1_K_W_AH0_L
イコライザ	equalizer	IY1_K_W_AH0_L_AY2_Z_ER0
イコライザー	equalizer	IY1_K_W_AH0_L_AY2_Z_ER0
イクイップメント	equipment	IH0_K_W_IH1_P_M_AH0_N_T
エクイタブル	equitable	EH1_K_W_AH0_T_AH0_B_AH0_L
エクイティ	equity	EH1_K_W_AH0_T_IY0
エクイティー	equity	EH1_K_W_AH0_T_IY0
イレーザー	eraser	IH0_R_EY1_S_ER0
エレクト	erect	IH0_R_EH1_K_T
エレクション	erection	IH0_R_EH1_K_SH_AH0_N
エルゴノミク	ergonomic	ER2_G_AH0_N_AA1_M_IH0_K
エルゴノミックキーボード	ergonomic|keyboard	ER2_G_AH0_N_AA1_M_IH0_K|K_IY1_B_AO2_R_D
アーゴノミクス	ergonomics	ER2_G_AH0_N_AA1_M_IH0_K_S
アーゴノミックス	ergonomics	ER2_G_AH0_N_AA1_M_IH0_K_S
エルゴノミクス	ergonomics	ER2_G_AH0_N_AA1_M_IH0_K_S
エルゴノミックス	ergonomics	ER2_G_AH0_N_AA1_M_IH0_K_S
アーガット	ergot	ER1_G_AH0_T
エリカ	erica	EH1_R_IH0_K_AH0
エリクソン	ericsson	EH1_R_IH0_K_S_AH0_N
エリトリア	eritrea	EH2_R_IH0_T_R_IY1_AH0
アーミン	ermine	ER1_M_AH0_N
エロース	eros	IH1_R_AA0_S
エロチック	erotic	IH0_R_AA1_T_IH0_K
エロティック	erotic	IH0_R_AA1_T_IH0_K
エロチックゲーム	erotic|game	IH0_R_AA1_T_IH0_K|G_EY1_M
エロティックゲーム	erotic|game	IH0_R_AA1_T_IH0_K|G_EY1_M
エロチックプロダクション	erotic|production	IH0_R_AA1_T_IH0_K|P_R_AH0_D_AH1_K_SH_AH0_N
エロティックプロダクション	erotic|production	IH0_R_AA1_T_IH0_K|P_R_AH0_D_AH1_K_SH_AH0_N
エロチカ	erotica	IH0_R_AA1_T_IH0_K_AH0
エロチシズム	eroticism	ER0_AA1_T_IH0_S_IH2_Z_AH0_M
エロティシズム	eroticism	ER0_AA1_T_IH0_S_IH2_Z_AH0_M
エラー	error	EH1_R_ER0
エラーシグナル	error|signal	EH1_R_ER0|S_IH1_G_N_AH0_L
イラプション	eruption	IY2_R_AH1_P_SH_AH0_N
アーウィン	erwin	ER1_W_IH2_N
エリスロポイエチン	erythropoietin	EH0_R_IH2_TH_R_AH0_P_OY1_T_IH0_N
エリスロポエチン	erythropoietin	EH0_R_IH2_TH_R_AH0_P_OY1_T_IH0_N
エスカレート	escalate	EH1_S_K_AH0_L_EY2_T
エスカレーション	escalation	EH2_S_K_AH0_L_EY1_SH_AH0_N
エスカレータ	escalator	EH1_S_K_AH0_L_EY2_T_ER0
エスカレーター	escalator	EH1_S_K_AH0_L_EY2_T_ER0
エスケープ	escape	IH0_S_K_EY1_P
エスコート	escort	EH0_S_K_AO1_R_T
エスクロー	escrow	EH0_S_K_R_OW1
エスクロウ	escrow	EH0_S_K_R_OW1
エスクード	escudo	EH0_S_K_UW1_D_OW0
エスカー	esker	EH1_S_K_ER0
エスキモー	eskimo	EH1_S_K_AH0_M_OW2
イスパニア	espana	EH0_S_P_AE1_N_Y_AH0
エスパーニャ	espana	EH0_S_P_AE1_N_Y_AH0
エスパニア	espana	EH0_S_P_AE1_N_Y_AH0
エスパー	esper	EH1_S_P_ER0
エスプラネード	esplanade	EH2_S_P_L_AH0_N_AA1_D
エスプレッソ	espresso	EH2_S_P_R_EH1_S_OW0
エスプリ	esprit	EH0_S_P_R_IY1
エスクワイア	esquire	EH1_S_K_W_AY2_R
エッセー	essay	EH0_S_EY1
エッセィ	essay	EH0_S_EY1
エッセイ	essay	EH0_S_EY1
エッセイスト	essayist	EH1_S_EY2_IH0_S_T
エッセン	essen	EH1_S_AH0_N
エッセンス	essence	EH1_S_AH0_N_S
エッセンシャル	essential	EH0_S_EH1_N_SH_AH0_L
エスタブリッシュ	establish	IH0_S_T_AE1_B_L_IH0_SH
イスタブリッシュメント	establishment	IH0_S_T_AE1_B_L_IH0_SH_M_AH0_N_T
エスタブリシュメント	establishment	IH0_S_T_AE1_B_L_IH0_SH_M_AH0_N_T
エスタブリッシュメント	establishment	IH0_S_T_AE1_B_L_IH0_SH_M_AH0_N_T
アシエンダ	estate	EH0_S_T_EY1_T
エステート	estate	EH0_S_T_EY1_T
エステル	ester	EH1_S_T_ER0
エステティック	esthetic	EH0_S_TH_EH1_T_IH0_K
エステティックサロン	esthetic|salon	EH0_S_TH_EH1_T_IH0_K|S_AH0_L_AA1_N
エストニア	estonia	EH0_S_T_OW1_N_IY0_AH0
エストロゲン	estrogen	EH1_S_T_R_AH0_JH_AH0_N
エッチング	etching	EH1_CH_IH0_NG
エターナル	eternal	IH0_T_ER1_N_AH0_L
エターニティー	eternity	IH0_T_ER1_N_AH0_T_IY0
エタニティ	eternity	IH0_T_ER1_N_AH0_T_IY0
エタニティー	eternity	IH0_T_ER1_N_AH0_T_IY0
エーテル	ether	IY1_TH_ER0
イーサ	ether	IY1_TH_ER0
イーサーボード	ether|board	IY1_TH_ER0|B_AO1_R_D
イーサネット	ethernet	IY1_TH_ER0_N_EH2_T
エシカル	ethical	EH1_TH_IH0_K_AH0_L
エシックス	ethics	EH1_TH_IH0_K_S
エスニック	ethnic	EH1_TH_N_IH0_K
エスニシティ	ethnicity	EH0_TH_N_IH1_S_IH0_T_IY0
エスニシティー	ethnicity	EH0_TH_N_IH1_S_IH0_T_IY0
エスノセントリズム	ethnocentrism	EH2_TH_N_OW0_S_EH1_N_T_R_IH0_Z_AH0_M
エスノロジー	ethnology	EH0_TH_N_AA1_L_AH0_JH_IY0
エソロジー	ethology	IH0_TH_AA1_L_AH0_JH_IY0
エートス	ethos	IY1_TH_AA0_S
エトス	ethos	IY1_TH_AA0_S
エチレン	ethylene	EH1_TH_AH0_L_IY2_N
エチモロジー	etymology	EH2_T_AH0_M_AA1_L_AH0_JH_IY0
エティモロジー	etymology	EH2_T_AH0_M_AA1_L_AH0_JH_IY0
ユーカリスト	eucharist	Y_UW1_K_ER0_AH0_S_T
ユードラ	eudora	Y_UW0_D_AO1_R_AH0
ユージェニックス	eugenics	Y_UW0_JH_EH1_N_IH0_K_S
ユーフュミズム	euphemism	Y_UW1_F_AH0_M_IH2_Z_AH0_M
ユーラシア	eurasia	Y_UH0_R_EY1_ZH_AH0
ユーロクラート	eurocrat	Y_UW1_R_AH0_K_R_AE0_T
ユーロクラット	eurocrat	Y_UW1_R_AH0_K_R_AE0_T
ユーロダラー	eurodollar	Y_UW1_R_OW0_D_AA2_L_ER0
エウロパ	europa	Y_UH0_R_OW1_P_AH0
ヨーロピアン	european	Y_UH2_R_AH0_P_IY1_AH0_N
ヨーロピアンブルックランプリ	european|brook|lamprey	Y_UH2_R_AH0_P_IY1_AH0_N|B_R_UH1_K|L_AE1_M_P_R_IY0
ユーロピウム	europium	Y_UH0_R_OW1_P_IY0_AH0_M
ユウロピウム	europium	Y_UH0_R_OW1_P_IY0_AH0_M
ユーサネイジア	euthanasia	Y_UW2_TH_AH0_N_EY1_ZH_AH0
エバキュエーション	evacuation	IH0_V_AE2_K_Y_AH0_W_EY1_SH_AH0_N
エバリュエーション	evaluation	IH0_V_AE2_L_Y_UW0_EY1_SH_AH0_N
エバネッセント	evanescent	EH2_V_AH0_N_EH1_S_AH0_N_T
エヴァンジェリスト	evangelist	IH0_V_AE1_N_JH_AH0_L_IH0_S_T
エバンジェリスト	evangelist	IH0_V_AE1_N_JH_AH0_L_IH0_S_T
エバポレーテッドミルク	evaporated|milk	IH0_V_AE1_P_ER0_EY2_T_AH0_D|M_IH1_L_K
イヴ	eve	IY1_V
イブ	eve	IY1_V
イーブン	even	IY1_V_IH0_N
イヴニング	evening	IY1_V_N_IH0_NG
イブニング	evening	IY1_V_N_IH0_NG
イベント	event	IH0_V_EH1_N_T
エベント	event	IH0_V_EH1_N_T
イベントサークル’	event|circle	IH0_V_EH1_N_T|S_ER1_K_AH0_L
イベントプロバイダ	event|provider	IH0_V_EH1_N_T|P_R_AH0_V_AY1_D_ER0
イベントスケジューリング	event|scheduling	IH0_V_EH1_N_T|S_K_EH1_JH_UH0_L_IH0_NG
エバ	ever	EH1_V_ER0
エバー	ever	EH1_V_ER0
エバーグリーン	evergreen	EH1_V_ER0_G_R_IY2_N
エヴリバディ	everybody	EH1_V_R_IY0_B_AA2_D_IY0
エブリバディ	everybody	EH1_V_R_IY0_B_AA2_D_IY0
エブリボディー	everybody	EH1_V_R_IY0_B_AA2_D_IY0
エビデンス	evidence	EH1_V_AH0_D_AH0_N_S
イービル	evil	IY1_V_AH0_L
イーブル	evil	IY1_V_AH0_L
エビル	evil	IY1_V_AH0_L
エボリューション	evolution	EH2_V_AH0_L_UW1_SH_AH0_N
イーワールド	eworld	IY1_W_ER2_L_D
エクサバイト	exabyte	EH1_K_S_AH0_B_AY2_T
エグザミネーション	examination	IH0_G_Z_AE2_M_AH0_N_EY1_SH_AH0_N
エグザンプル	example	IH0_G_Z_AE1_M_P_AH0_L
