アブストラクトアート	abstract|art	AE0_B_S_T_R_AE1_K_T|AA1_R_T
コバルトブルー	cobalt|blue	K_OW1_B_AO2_L_T|B_L_UW1
コバルトグリーン	cobalt|green	K_OW1_B_AO2_L_T|G_R_IY1_N
コブサラダ	cobb|salad	K_AA1_B|S_AE1_L_AH0_D
コボル	cobol	K_OW1_B_AO0_L
コブラツイスト	cobra|twist	K_OW1_B_R_AH0|T_W_IH1_S_T
コカコーラ	coca-cola	K_OW2_K_AH0_K_OW1_L_AA0
コッカースパニエル	cocker|spaniel	K_AA1_K_ER0|S_P_AE1_N_Y_AH0_L
カクテルドレス	cocktail|dress	K_AA1_K_T_EY2_L|D_R_EH1_S
カクテルグラス	cocktail|glass	K_AA1_K_T_EY2_L|G_L_AE1_S
カクテルラウンジ	cocktail|lounge	K_AA1_K_T_EY2_L|L_AW1_N_JH
カクテルパーティ	cocktail|party	K_AA1_K_T_EY2_L|P_AA1_R_T_IY0
カクテルパーティー	cocktail|party	K_AA1_K_T_EY2_L|P_AA1_R_T_IY0
カクテルソース	cocktail|sauce	K_AA1_K_T_EY2_L|S_AO1_S
カカオバター	cocoa|butter	K_OW1_K_OW0|B_AH1_T_ER0
ココアバター	cocoa|butter	K_OW1_K_OW0|B_AH1_T_ER0
ココアパウダー	cocoa|powder	K_OW1_K_OW0|P_AW1_D_ER0
ココム	cocom	K_OW1_K_AA1_M
ココムリスト	cocom|list	K_OW1_K_AA1_M|L_IH1_S_T
ココナッツジュース	coconut|juice	K_OW1_K_AH0_N_AH2_T|JH_UW1_S
ココナツジュース	coconut|juice	K_OW1_K_AH0_N_AH2_T|JH_UW1_S
ココナッツミルク	coconut|milk	K_OW1_K_AH0_N_AH2_T|M_IH1_L_K
ココナツミルク	coconut|milk	K_OW1_K_AH0_N_AH2_T|M_IH1_L_K
ココナッツオイル	coconut|oil	K_OW1_K_AH0_N_AH2_T|OY1_L
ココナツオイル	coconut|oil	K_OW1_K_AH0_N_AH2_T|OY1_L
コードブルー	code|blue	K_OW1_D|B_L_UW1
コードブック	code|book	K_OW1_D|B_UH1_K
コートチェンジ	code|change	K_OW1_D|CH_EY1_N_JH
コードコンバータ	code|converter	K_OW1_D|K_AH0_N_V_ER1_T_ER0
コードモーフィングソフトウェア	code|morphing|software	K_OW1_D|M_AO1_R_F_IH0_NG|S_AO1_F_T_W_EH2_R
コードネーム	code|name	K_OW1_D|N_EY1_M
コードポイント	code|point	K_OW1_D|P_OY1_N_T
コードプログラミング	code|programming	K_OW1_D|P_R_OW1_G_R_AE2_M_IH0_NG
コードセット	code|set	K_OW1_D|S_EH1_T
コードサイズ	code|size	K_OW1_D|S_AY1_Z
コーディングシステム	coding|system	K_OW1_D_IH0_NG|S_IH1_S_T_AH0_M
ホットコーヒー	hot|coffee	HH_AA1_T|K_AA1_F_IY0
コーヒーブレーク	coffee|break	K_AA1_F_IY0|B_R_EY1_K
コーヒーブレイク	coffee|break	K_AA1_F_IY0|B_R_EY1_K
コーヒーカップ	coffee|cup	K_AA1_F_IY0|K_AH1_P
コーヒーフロート	coffee|float	K_AA1_F_IY0|F_L_OW1_T
コーヒーフレッシュ	coffee|fresh	K_AA1_F_IY0|F_R_EH1_SH
コーヒーハウス	coffee|house	K_AA1_F_IY0|HH_AW1_S
コーヒーゼリー	coffee|jelly	K_AA1_F_IY0|JH_EH1_L_IY0
コーヒーメーカー	coffee|maker	K_AA1_F_IY0|M_EY1_K_ER0
コーヒーミル	coffee|mill	K_AA1_F_IY0|M_IH1_L
コーヒーマグ	coffee|mug	K_AA1_F_IY0|M_AH1_G
コーヒーポット	coffee|pot	K_AA1_F_IY0|P_AA1_T
コーヒーショップ	coffee|shop	K_AA1_F_IY0|SH_AA1_P
コーヒースタンド	coffee|stand	K_AA1_F_IY0|S_T_AE1_N_D
コーヒーシロップ	coffee|syrup	K_AA1_F_IY0|S_ER1_AH0_P
センターテーブル	center|table	S_EH1_N_T_ER0|T_EY1_B_AH0_L
リビングテーブル	coffee|table	K_AA1_F_IY0|T_EY1_B_AH0_L
コーヒータイム	coffee|time	K_AA1_F_IY0|T_AY1_M
コージェネレーションシステム	cogeneration|system	K_OW1_JH_EH1_N_ER0_EY1_SH_AH0_N|S_IH1_S_T_AH0_M
コジェネレーションシステム	cogeneration|system	K_OW1_JH_EH1_N_ER0_EY1_SH_AH0_N|S_IH1_S_T_AH0_M
コイルボビン	coil|bobbin	K_OY1_L|B_AA1_B_AH0_N
コイルスプリング	coil|spring	K_OY1_L|S_P_R_IH1_NG
コインランドリー	coin|laundry	K_OY1_N|L_AO1_N_D_R_IY0
コイントス	coin|toss	K_OY1_N|T_AO1_S
コークス	cokes	K_OW1_K_S
コルヒチン	colchicine	K_AO1_L_CH_AH0_S_IY0_N
コールドビーフ	cold|beef	K_OW1_L_D|B_IY1_F
コールドブート	cold|boot	K_OW1_L_D|B_UW1_T
コールドチェーン	cold|chain	K_OW1_L_D|CH_EY1_N
コールドチキン	cold|chicken	K_OW1_L_D|CH_IH1_K_AH0_N
コールドコーヒー	cold|coffee	K_OW1_L_D|K_AA1_F_IY0
コールドカラー	cold|colour	K_OW1_L_D|K_AH1_L_ER0
コールドクリーム	cold|cream	K_OW1_L_D|K_R_IY1_M
コールドフォルト	cold|fault	K_OW1_L_D|F_AO1_L_T
コールドロード	cold|load	K_OW1_L_D|L_OW1_D
コールドミート	cold|meat	K_OW1_L_D|M_IY1_T
コールドパーマ	cold|perma	K_OW1_L_D|P_ER1_M_AH0
コールドリセット	cold|reset	K_OW1_L_D|R_IY0_S_EH1_T
コールドスリープ	cold|sleep	K_OW1_L_D|S_L_IY1_P
コールドスタート	cold|start	K_OW1_L_D|S_T_AA1_R_T
コールドタイプ	cold|type	K_OW1_L_D|T_AY1_P
コールドボルテックス	cold|vortex	K_OW1_L_D|V_AO1_R_T_EH0_K_S
コールドウォレット	cold|wallet	K_OW1_L_D|W_AO1_L_AH0_T
コールドウォー	cold|war	K_OW1_L_D|W_AO1_R
コールドウオー	cold|war	K_OW1_L_D|W_AO1_R
コールドウェーブ	cold|wave	K_OW1_L_D|W_EY1_V
コールドウエーブ	cold|wave	K_OW1_L_D|W_EY1_V
コラーゲン	collagen	K_AA1_L_AH0_G_AH0_N
カラーチップ	collar|tip	K_AA1_L_ER0|T_IH1_P
コレクトコール	collect|call	K_AH0_L_EH1_K_T|K_AO1_L
コレクトオンデリバリー	collect|on|delivery	K_AH0_L_EH1_K_T|AA1_N|D_IH0_L_IH1_V_ER0_IY0
コレクションビル	collection|bill	K_AH0_L_EH1_K_SH_AH0_N|B_IH1_L
コレクティブアンコンシャス	collective|unconscious	K_AH0_L_EH1_K_T_IH0_V|AH2_N_K_AA1_N_SH_AH0_S
コレクターズアイテム	collector's|item	K_AH0_L_EH1_K_T_ER0_Z|AY1_T_AH0_M
カレッジレベル	college|level	K_AA1_L_IH0_JH|L_EH1_V_AH0_L
カレッジリング	college|ring	K_AA1_L_IH0_JH|R_IH1_NG
カラーアナリスト	color|analyst	K_AH1_L_ER0|AE1_N_AH0_L_IH0_S_T
カラーアレンジメント	color|arrangement	K_AH1_L_ER0|ER0_EY1_N_JH_M_AH0_N_T
カラーバー	color|bar	K_AH1_L_ER0|B_AA1_R
カラービット	color|bit	K_AH1_L_ER0|B_IH1_T
カラーチャート	color|chart	K_AH1_L_ER0|CH_AA1_R_T
カラーサークル	color|circle	K_AH1_L_ER0|S_ER1_K_AH0_L
カラーコード	color|code	K_AH1_L_ER0|K_OW1_D
カラーコンビネーション	color|combination	K_AH1_L_ER0|K_AA2_M_B_AH0_N_EY1_SH_AH0_N
カラーコンディショニング	color|conditioning	K_AH1_L_ER0|K_AH0_N_D_IH1_SH_AH0_N_IH0_NG
カラーコーン	color|cone	K_AH1_L_ER0|K_OW1_N
カラーコーディネーション	color|coordination	K_AH1_L_ER0|K_OW0_AO2_R_D_AH0_N_EY1_SH_AH0_N
カラーコーディネート	color|coordinate	K_AH1_L_ER0|K_OW0_AO1_R_D_AH0_N_EY2_T
カラーコーディネーター	color|coordinator	K_AH1_L_ER0|K_OW0_AO1_R_D_AH0_N_EY2_T_ER0
カラーコピー	color|copy	K_AH1_L_ER0|K_AA1_P_IY0
カラーディスプレー	color|display	K_AH1_L_ER0|D_IH0_S_P_L_EY1
カラーダイナミックス	color|dynamics	K_AH1_L_ER0|D_AY0_N_AE1_M_IH0_K_S
カラーフィルム	color|film	K_AH1_L_ER0|F_IH1_L_M
カラーギャング	color|gang	K_AH1_L_ER0|G_AE1_NG
カラーグラフィックス	color|graphics	K_AH1_L_ER0|G_R_AE1_F_IH0_K_S
カラーガード	color|guard	K_AH1_L_ER0|G_AA1_R_D
カラーイメージ	color|image	K_AH1_L_ER0|IH1_M_AH0_JH
カラーイメージスキャナ	color|image|scanner	K_AH1_L_ER0|IH1_M_AH0_JH|S_K_AE1_N_ER0
カラーマネジメントシステム	color|management|system	K_AH1_L_ER0|M_AE1_N_AH0_JH_M_AH0_N_T|S_IH1_S_T_AH0_M
カラーマーカー	color|marker	K_AH1_L_ER0|M_AA1_R_K_ER0
カラーモード	color|mode	K_AH1_L_ER0|M_OW1_D
カラーパレット	color|pallet	K_AH1_L_ER0|P_AE1_L_AH0_T
カラープランニング	color|planning	K_AH1_L_ER0|P_L_AE1_N_IH0_NG
カラープリンタ	color|printer	K_AH1_L_ER0|P_R_IH1_N_T_ER0
カラーリバーサルフィルム	color|reversal|film	K_AH1_L_ER0|R_IH0_V_ER1_S_AH0_L|F_IH1_L_M
カラーリンス	color|rinse	K_AH1_L_ER0|R_IH1_N_S
カラースケール	color|scale	K_AH1_L_ER0|S_K_EY1_L
カラースキーム	color|scheme	K_AH1_L_ER0|S_K_IY1_M
カラーセパレーション	color|separation	K_AH1_L_ER0|S_EH2_P_ER0_EY1_SH_AH0_N
コロラチュラソプラノ	coloratura|soprano	K_AH0_L_ER0_AH0_T_UH1_R_AH0|S_AH0_P_R_AA1_N_OW0
コロラトゥーラソプラノ	coloratura|soprano	K_AH0_L_ER0_AH0_T_UH1_R_AH0|S_AH0_P_R_AA1_N_OW0
カラーボール	color|ball	K_AH1_L_ER0|B_AO1_L
カラーコンタクトレンズ	color|contact|lens	K_AH1_L_ER0|K_AA1_N_T_AE2_K_T|L_EH1_N_Z
カラーインク	color|ink	K_AH1_L_ER0|IH1_NG_K
カラーシャツ	color|shirts	K_AH1_L_ER0|SH_ER1_T_S
カラープリント	colour|print	K_AH1_L_ER0|P_R_IH1_N_T
カラースキャナー	colour|scanner	K_AH1_L_ER0|S_K_AE1_N_ER0
カラーバリエーション	colour|variation	K_AH1_L_ER0|V_EH2_R_IY0_EY1_SH_AH0_N
カラードストーン	coloured|stone	K_AH1_L_ER0_D|S_T_OW1_N
コロンブスデー	columbus|day	K_AH0_L_AH1_M_B_AH0_S|D_EY1
カラムチャート	column|chart	K_AA1_L_AH0_M|CH_AA1_R_T
コラムシフト	column|shift	K_AA1_L_AH0_M|SH_IH1_F_T
コンバットレーション	combat|ration	K_AA1_M_B_AE0_T|R_AE1_SH_AH0_N
コンバットチーム	combat|team	K_AA1_M_B_AE0_T|T_IY1_M
コンビネーションブロー	combination|blow	K_AA2_M_B_AH0_N_EY1_SH_AH0_N|B_L_OW1
コンビネーションジャンプ	combination|jump	K_AA2_M_B_AH0_N_EY1_SH_AH0_N|JH_AH1_M_P
コンビネーションプレー	combination|play	K_AA2_M_B_AH0_N_EY1_SH_AH0_N|P_L_EY1
コンビネーションサラダ	combination|salad	K_AA2_M_B_AH0_N_EY1_SH_AH0_N|S_AE1_L_AH0_D
コンバインハーベスター	combine|harvester	K_AA1_M_B_AY0_N|HH_AA1_R_V_AH0_S_T_ER0
コンバインドサイクル	combined|cycle	K_AH0_M_B_AY1_N_D|S_AY1_K_AH0_L
コンバインドリンクセット	combined|link|set	K_AH0_M_B_AY1_N_D|L_IH1_NG_K|S_EH1_T
コンバインドレース	combined|race	K_AH0_M_B_AY1_N_D|R_EY1_S
コンボボックス	combo|box	K_AA1_M_B_OW2|B_AA1_K_S
コミックバンド	comic|band	K_AA1_M_IH0_K|B_AE1_N_D
コメットハンター	comet|hunter	K_AA1_M_AH0_T|HH_AH1_N_T_ER0
コンフォートバイク	comfort|bike	K_AH1_M_F_ER0_T|B_AY1_K
コンフォートシューズ	comfort|shoes	K_AH1_M_F_ER0_T|SH_UW1_Z
コミックブック	comic|book	K_AA1_M_IH0_K|B_UH1_K
コミックマーケット	comic|market	K_AA1_M_IH0_K|M_AA1_R_K_AH0_T
コミックリリーフ	comic|relief	K_AA1_M_IH0_K|R_IH0_L_IY1_F
コメディーリリーフ	comedy|relief	K_AA1_M_AH0_D_IY0|R_IH0_L_IY1_F
コメディリリーフ	comedy|relief	K_AA1_M_AH0_D_IY0|R_IH0_L_IY1_F
カミングアウト	coming|out	K_AH1_M_IH0_NG|AW1_T
カムアウト	come|out	K_AH1_M|AW1_T
カミングスーン	coming|soon	K_AH1_M_IH0_NG|S_UW1_N
コミンテルン	comintern	K_AO1_M_IY0_N_T_ER2_N
コマンドフレーム	command|frame	K_AH0_M_AE1_N_D|F_R_EY1_M
コマンドインタープリタ	command|interpreter	K_AH0_M_AE1_N_D|IH2_N_T_ER1_P_R_AH0_T_ER0
コマンドキー	command|key	K_AH0_M_AE1_N_D|K_IY1
コマンドレベル	command|level	K_AH0_M_AE1_N_D|L_EH1_V_AH0_L
コマンドライン	command|line	K_AH0_M_AE1_N_D|L_AY1_N
コマンドラインインターフェイス	command|line|interface	K_AH0_M_AE1_N_D|L_AY1_N|IH1_N_T_ER0_F_EY2_S
コマンドラインインタフェース	command|line|interface	K_AH0_M_AE1_N_D|L_AY1_N|IH1_N_T_ER0_F_EY2_S
コマンドモード	command|mode	K_AH0_M_AE1_N_D|M_OW1_D
コマンドモジュール	command|module	K_AH0_M_AE1_N_D|M_AO1_JH_UW0_L
コマンドパラメータ	command|parameter	K_AH0_M_AE1_N_D|P_ER0_AE1_M_AH0_T_ER0
コマンドプロセッサ	command|processor	K_AH0_M_AE1_N_D|P_R_AA1_S_EH2_S_ER0
コマンドプロンプト	command|prompt	K_AH0_M_AE1_N_D|P_R_AA1_M_P_T
コマンドプロンプトウィンドウ	command|prompt|window	K_AH0_M_AE1_N_D|P_R_AA1_M_P_T|W_IH1_N_D_OW0
コマンドシーケンス	command|sequence	K_AH0_M_AE1_N_D|S_IY1_K_W_AH0_N_S
コマンドシンタックス	command|syntax	K_AH0_M_AE1_N_D|S_IH1_N_T_AE2_K_S
コマンドタイムアウト	command|timeout	K_AH0_M_AE1_N_D|T_AY1_M_AW2_T
コマンドウィンドウ	command|window	K_AH0_M_AE1_N_D|W_IH1_N_D_OW0
コメントスパム	comment|spam	K_AA1_M_EH0_N_T|S_P_AE1_M
コメントアウト	comment|out	K_AA1_M_EH0_N_T|AW1_T
コマースサーバー	commerce|server	K_AA1_M_ER0_S|S_ER1_V_ER0
コマーシャルアート	commercial|art	K_AH0_M_ER1_SH_AH0_L|AA1_R_T
コマーシャルベース	commercial|base	K_AH0_M_ER1_SH_AH0_L|B_EY1_S
コマーシャルデザイン	commercial|design	K_AH0_M_ER1_SH_AH0_L|D_IH0_Z_AY1_N
コマーシャルフィルム	commercial|film	K_AH0_M_ER1_SH_AH0_L|F_IH1_L_M
コマーシャルメッセージ	commercial|message	K_AH0_M_ER1_SH_AH0_L|M_EH1_S_AH0_JH
コマーシャルパッケージ	commercial|package	K_AH0_M_ER1_SH_AH0_L|P_AE1_K_AH0_JH
コモンアクセスメソッド	common|access|method	K_AA1_M_AH0_N|AE1_K_S_EH2_S|M_EH1_TH_AH0_D
コモンアジェンダ	common|agenda	K_AA1_M_AH0_N|AH0_JH_EH1_N_D_AH0
コモンキャリア	common|carrier	K_AA1_M_AH0_N|K_AE1_R_IY0_ER0
コモンキャリアー	common|carrier	K_AA1_M_AH0_N|K_AE1_R_IY0_ER0
コモンキャリヤ	common|carrier	K_AA1_M_AH0_N|K_AE1_R_IY0_ER0
コモンキャリヤー	common|carrier	K_AA1_M_AH0_N|K_AE1_R_IY0_ER0
コモンランゲージ	common|language	K_AA1_M_AH0_N|L_AE1_NG_G_W_AH0_JH
コモンロー	common|law	K_AA1_M_AH0_N|L_AO1
コモンリスプ	common|lisp	K_AA1_M_AH0_N|L_IH1_S_P
コモンソール	common|sole	K_AA1_M_AH0_N|S_OW1_L
コモンウェルスデー	commonwealth|day	K_AA1_M_AH0_N_W_EH2_L_TH|D_EY1
コミュニケーションサーバー	communication|server	K_AH0_M_Y_UW2_N_AH0_K_EY1_SH_AH0_N|S_ER1_V_ER0
コミュニケーションシステム	communication|system	K_AH0_M_Y_UW2_N_AH0_K_EY1_SH_AH0_N|S_IH1_S_T_AH0_M
コミュニケーションギャップ	communication|gap	K_AH0_M_Y_UW2_N_AH0_K_EY1_SH_AH0_N|G_AE1_P
コミュニケ	communique	K_AH0_M_Y_UW1_N_AH0_K_EY2
コミュニケー	communique	K_AH0_M_Y_UW1_N_AH0_K_EY2
コミュニティーバス	community|bus	K_AH0_M_Y_UW1_N_AH0_T_IY0|B_AH1_S
コミュニティバス	community|bus	K_AH0_M_Y_UW1_N_AH0_T_IY0|B_AH1_S
コミュニティーケア	community|care	K_AH0_M_Y_UW1_N_AH0_T_IY0|K_EH1_R
コミュニティーセンター	community|center	K_AH0_M_Y_UW1_N_AH0_T_IY0|S_EH1_N_T_ER0
コミュニティセンター	community|center	K_AH0_M_Y_UW1_N_AH0_T_IY0|S_EH1_N_T_ER0
コミュニティーカレッジ	community|college	K_AH0_M_Y_UW1_N_AH0_T_IY0|K_AA1_L_IH0_JH
コミュニティーメディア	community|media	K_AH0_M_Y_UW1_N_AH0_T_IY0|M_IY1_D_IY0_AH0
コミュニティーオーガニゼーション	community|organization	K_AH0_M_Y_UW1_N_AH0_T_IY0|AO2_R_G_AH0_N_AH0_Z_EY1_SH_AH0_N
コミュニティースクール	community|school	K_AH0_M_Y_UW1_N_AH0_T_IY0|S_K_UW1_L
コミュニティースポーツ	community|sports	K_AH0_M_Y_UW1_N_AH0_T_IY0|S_P_AO1_R_T_S
コミューターマリッジ	commuter|marriage	K_AH0_M_Y_UW1_T_ER0|M_EH1_R_IH0_JH
コミューターサービス	commuter|service	K_AH0_M_Y_UW1_T_ER0|S_ER1_V_AH0_S
コンパクトカメラ	compact|camera	K_AA1_M_P_AE0_K_T|K_AE1_M_ER0_AH0
コンパクトカー	compact|car	K_AA1_M_P_AE0_K_T|K_AA1_R
コンパクトディスク	compact|disc	K_AA1_M_P_AE0_K_T|D_IH1_S_K
コンパクトプロ	compact|pro	K_AA1_M_P_AE0_K_T|P_R_OW1
コンパニオンアニマル	companion|animal	K_AH0_M_P_AE1_N_Y_AH0_N|AE1_N_AH0_M_AH0_L
コンパニオンプランツ	companion|plants	K_AH0_M_P_AE1_N_Y_AH0_N|P_L_AE1_N_T_S
コンパニオンプラント	companion|plant	K_AH0_M_P_AE1_N_Y_AH0_N|P_L_AE1_N_T
カンパニーエコノミスト	company|economist	K_AH1_M_P_AH0_N_IY2|IH0_K_AA1_N_AH0_M_IH0_S_T
カンパニーマガジン	company|magazine	K_AH1_M_P_AH0_N_IY2|M_AE1_G_AH0_Z_IY2_N
カンパニーユニオン	company|union	K_AH1_M_P_AH0_N_IY2|Y_UW1_N_Y_AH0_N
コンパラブルワース	comparable|worth	K_AA1_M_P_R_AH0_B_AH0_L|W_ER1_TH
コンパス	compass	K_AH1_M_P_AH0_S
コンバチブルマシン	compatible|machine	K_AH0_M_P_AE1_T_AH0_B_AH0_L|M_AH0_SH_IY1_N
コンパイルエラー	compiler|error	K_AH0_M_P_AY1_L_ER0|EH1_R_ER0
コンプレックススクリプト	complex|script	K_AA1_M_P_L_EH0_K_S|S_K_R_IH1_P_T
コンプライアンスプログラム	compliance|program	K_AH0_M_P_L_AY1_AH0_N_S|P_R_OW1_G_R_AE2_M
コンポーネントソフトウェア	component|software	K_AH0_M_P_OW1_N_AH0_N_T|S_AO1_F_T_W_EH2_R
コンポーネントステレオ	component|stereo	K_AH0_M_P_OW1_N_AH0_N_T|S_T_EH1_R_IY0_OW2
コンポーネントトランザクションモニター	component|transaction|monitor	K_AH0_M_P_OW1_N_AH0_N_T|T_R_AE0_N_Z_AE1_K_SH_AH0_N|M_AA1_N_AH0_T_ER0
コンポーネントタイプ	component|type	K_AH0_M_P_OW1_N_AH0_N_T|T_AY1_P
コンポジットインデックス	composite|index	K_AH0_M_P_AA1_Z_AH0_T|IH1_N_D_EH0_K_S
コンパルソリーフィギュア	compulsory|figure	K_AH0_M_P_AH1_L_S_ER0_IY0|F_IH1_G_Y_ER0
コンピューターアニメ	computer|anime	K_AH0_M_P_Y_UW1_T_ER0|AE2_N_IH0_M_EY1
コンピューターアニメーション	computer|animation	K_AH0_M_P_Y_UW1_T_ER0|AE2_N_AH0_M_EY1_SH_AH0_N
コンピュータアニメーション	computer|animation	K_AH0_M_P_Y_UW1_T_ER0|AE2_N_AH0_M_EY1_SH_AH0_N
コンピューターアート	computer|art	K_AH0_M_P_Y_UW1_T_ER0|AA1_R_T
コンピュータアート	computer|art	K_AH0_M_P_Y_UW1_T_ER0|AA1_R_T
コンピューターゲーム	computer|game	K_AH0_M_P_Y_UW1_T_ER0|G_EY1_M
コンピュータゲーム	computer|game	K_AH0_M_P_Y_UW1_T_ER0|G_EY1_M
コンピューターグラフィクス	computer|graphics	K_AH0_M_P_Y_UW1_T_ER0|G_R_AE1_F_IH0_K_S
コンピューターグラフィックス	computer|graphics	K_AH0_M_P_Y_UW1_T_ER0|G_R_AE1_F_IH0_K_S
コンピュータグラフィクス	computer|graphics	K_AH0_M_P_Y_UW1_T_ER0|G_R_AE1_F_IH0_K_S
コンピュータグラフィックス	computer|graphics	K_AH0_M_P_Y_UW1_T_ER0|G_R_AE1_F_IH0_K_S
コンピュータグラフィクスインタフェース	computer|graphics|interface	K_AH0_M_P_Y_UW1_T_ER0|G_R_AE1_F_IH0_K_S|IH1_N_T_ER0_F_EY2_S
コンピューターリテラシ	computer|literacy	K_AH0_M_P_Y_UW1_T_ER0|L_IH1_T_ER0_AH0_S_IY0
コンピューターリテラシー	computer|literacy	K_AH0_M_P_Y_UW1_T_ER0|L_IH1_T_ER0_AH0_S_IY0
コンピュータリテラシ	computer|literacy	K_AH0_M_P_Y_UW1_T_ER0|L_IH1_T_ER0_AH0_S_IY0
コンピュータリテラシー	computer|literacy	K_AH0_M_P_Y_UW1_T_ER0|L_IH1_T_ER0_AH0_S_IY0
コンピューターマインド	computer|mind	K_AH0_M_P_Y_UW1_T_ER0|M_AY1_N_D
コンピューターネットワーク	computer|network	K_AH0_M_P_Y_UW1_T_ER0|N_EH1_T_W_ER2_K
コンピュータネットワーク	computer|network	K_AH0_M_P_Y_UW1_T_ER0|N_EH1_T_W_ER2_K
コンピュータプログラマー	computer|programmer	K_AH0_M_P_Y_UW1_T_ER0|P_R_OW1_G_R_AE2_M_ER0
コンピューターサイエンス	computer|science	K_AH0_M_P_Y_UW1_T_ER0|S_AY1_AH0_N_S
コンピュータサイエンス	computer|science	K_AH0_M_P_Y_UW1_T_ER0|S_AY1_AH0_N_S
コンピューターセキュリティ	computer|security	K_AH0_M_P_Y_UW1_T_ER0|S_IH0_K_Y_UH1_R_AH0_T_IY0
コンピューターセキュリティー	computer|security	K_AH0_M_P_Y_UW1_T_ER0|S_IH0_K_Y_UH1_R_AH0_T_IY0
コンピュータセキュリティ	computer|security	K_AH0_M_P_Y_UW1_T_ER0|S_IH0_K_Y_UH1_R_AH0_T_IY0
コンピュータセキュリティー	computer|security	K_AH0_M_P_Y_UW1_T_ER0|S_IH0_K_Y_UH1_R_AH0_T_IY0
コンピューターソフト	computer|soft	K_AH0_M_P_Y_UW1_T_ER0|S_AO1_F_T
コンピュータソフト	computer|soft	K_AH0_M_P_Y_UW1_T_ER0|S_AO1_F_T_W_EH2_R
コンピューターソフトウェア	computer|software	K_AH0_M_P_Y_UW1_T_ER0|S_AO1_F_T_W_EH2_R
コンピュータソフトウェア	computer|software	K_AH0_M_P_Y_UW1_T_ER0|S_AO1_F_T_W_EH2_R
コンピューターシステム	computer|system	K_AH0_M_P_Y_UW1_T_ER0|S_IH1_S_T_AH0_M
コンピュータシステム	computer|system	K_AH0_M_P_Y_UW1_T_ER0|S_IH1_S_T_AH0_M
コンピュータートモグラフィー	computer|tomography	K_AH0_M_P_Y_UW1_T_ER0|T_OW0_M_OW1_G_R_AE0_F_IY2
コンピューターユーティリティー	computer|utility	K_AH0_M_P_Y_UW1_T_ER0|Y_UW0_T_IH1_L_AH0_T_IY0
コンピューターウィルス	computer|virus	K_AH0_M_P_Y_UW1_T_ER0|V_AY1_R_AH0_S
コンピューターウイルス	computer|virus	K_AH0_M_P_Y_UW1_T_ER0|V_AY1_R_AH0_S
コンピュータウィルス	computer|virus	K_AH0_M_P_Y_UW1_T_ER0|V_AY1_R_AH0_S
コンピュータウイルス	computer|virus	K_AH0_M_P_Y_UW1_T_ER0|V_AY1_R_AH0_S
コンピュータワーム	computer|worm	K_AH0_M_P_Y_UW1_T_ER0|W_ER1_M
コンブリオ	con|brio	K_AA1_N|B_R_AY1_OW0
コンフオーコ	con|fuoco	K_AA1_N|F_UW0_OW1_K_OW0
コンゲーム	con|game	K_AA1_N|G_EY1_M
コンマン	con|man	K_AA1_N|M_AE1_N
コンモート	con|moto	K_AA1_N|M_OW1_T_OW0
コンセプトアド	concept|ad	K_AA1_N_S_EH0_P_T|AE1_D
コンセプトアート	concept|art	K_AA1_N_S_EH0_P_T|AA1_R_T
コンセプトカー	concept|car	K_AA1_N_S_EH0_P_T|K_AA1_R
コンセプチュアルアート	conceptual|art	K_AH0_N_S_EH1_P_CH_UW0_AH0_L|AA1_R_T
コンサートホール	concert|hall	K_AA1_N_S_ER0_T|HH_AO1_L
コンサートマスター	concert|master	K_AA1_N_S_ER0_T|M_AE1_S_T_ER0
コンサートピッチ	concert|pitch	K_AA1_N_S_ER0_T|P_IH1_CH
コンツェルト	concerto	K_AH0_N_CH_EH1_R_T_OW0
コンチェルトグロッソ	concerto|grosso	K_AH0_N_CH_EH1_R_T_OW0|G_R_OW1_S_OW0
コンクリートブロック	concrete|block	K_AH0_N_K_R_IY1_T|B_L_AA1_K
コンクリトブロック	concrete|block	K_AH0_N_K_R_IY1_T|B_L_AA1_K
コンクリートジャングル	concrete|jungle	K_AH0_N_K_R_IY1_T|JH_AH1_NG_G_AH0_L
コンクリートミキサー	concrete|mixer	K_AH0_N_K_R_IY1_T|M_IH1_K_S_ER0
コンクリトミキサ	concrete|mixer	K_AH0_N_K_R_IY1_T|M_IH1_K_S_ER0
コンクリートパネル	concrete|panel	K_AH0_N_K_R_IY1_T|P_AE1_N_AH0_L
コンクリートパイル	concrete|pile	K_AH0_N_K_R_IY1_T|P_AY1_L
コンクリートポンプ	concrete|pump	K_AH0_N_K_R_IY1_T|P_AH1_M_P
コンクリートバイブレーター	concrete|vibrator	K_AH0_N_K_R_IY1_T|V_AY1_B_R_EY0_T_ER0
コンカレントアクセス	concurrent|access	K_AH0_N_K_ER1_AH0_N_T|AE1_K_S_EH2_S
コンデンスミルク	condense|milk	K_AH0_N_D_EH1_N_S|M_IH1_L_K
コンデンサーレンズ	condenser|lens	K_AH0_N_D_EH1_N_S_ER0|L_EH1_N_Z
コーンスピーカー	cone|speaker	K_OW1_N|S_P_IY1_K_ER0
コンフィギュレーションコマンド	configuration|command	K_AH0_N_F_IH2_G_Y_ER0_EY1_SH_AH0_N|K_AH0_M_AE1_N_D
コンフィギュレーションメモリ	configuration|memory	K_AH0_N_F_IH2_G_Y_ER0_EY1_SH_AH0_N|M_EH1_M_ER0_IY0
